mq2_value,mq3_value,mq5_value,mq135_value,temp,humidity,label
138,109,198,250,30.85,72.42,nearly_ready
118,141,214,238,32.85,64.6,nearly_ready
128,127,230,286,29.42,70.95,nearly_ready
76,84,150,205,29.59,71.36,not_ready
160,149,239,288,29.12,89.29,approaching
113,81,152,171,27.66,78.26,not_ready
95,130,188,257,31.35,66.85,approaching
101,131,185,268,32.05,63.63,approaching
182,145,249,285,33.67,48.23,ready
68,72,154,203,29.05,71.85,approaching
88,111,176,223,27.77,85.42,not_ready
132,106,226,285,30.23,67.2,nearly_ready
89,109,167,215,28.13,76.14,not_ready
56,74,131,214,27.61,75.68,not_ready
204,204,242,278,31.58,88.39,not_ready
154,156,210,297,33.49,53.53,ready
157,159,233,267,31.95,63.7,ready
131,100,185,225,32.37,66.99,nearly_ready
159,163,257,282,30.43,68.76,ready
133,127,228,277,29.98,69.0,nearly_ready
94,104,180,256,32.21,71.34,nearly_ready
151,129,186,288,31.68,67.71,ready
116,127,197,228,31.83,68.9,nearly_ready
145,135,194,288,31.84,68.99,ready
149,168,236,261,32.94,53.08,ready
62,81,114,203,28.82,71.59,not_ready
102,87,132,224,27.68,82.42,not_ready
164,181,244,284,31.1,61.96,ready
140,154,227,298,33.57,52.52,ready
140,114,202,273,31.44,67.83,nearly_ready
166,155,252,279,31.42,69.13,ready
142,173,257,295,37.27,74.03,approaching
79,104,170,197,28.36,82.42,not_ready
186,195,274,373,30.89,88.67,approaching
91,117,181,247,32.4,63.93,approaching
133,158,232,253,33.22,65.38,nearly_ready
158,134,224,255,31.89,63.22,ready
166,153,255,270,31.15,68.58,ready
92,72,145,168,31.62,66.92,not_ready
77,113,191,221,27.76,78.56,not_ready
106,74,138,185,27.51,76.72,not_ready
159,154,252,289,30.15,67.45,ready
144,131,232,250,31.13,64.7,ready
136,151,214,245,33.16,62.79,nearly_ready
125,151,264,255,32.71,78.19,nearly_ready
103,107,183,251,31.28,72.16,nearly_ready
169,151,249,266,31.04,67.25,ready
160,156,256,284,30.36,67.27,ready
159,188,253,280,32.49,59.64,ready
141,115,225,281,30.32,68.0,nearly_ready
164,161,264,285,31.41,63.57,ready
124,107,171,264,29.82,67.37,approaching
156,163,268,300,30.43,69.59,ready
168,147,228,257,32.07,62.44,ready
187,203,292,285,34.2,78.78,not_ready
140,146,227,262,31.65,56.04,ready
126,163,220,273,31.64,84.76,nearly_ready
95,131,194,247,30.91,70.18,approaching
99,85,172,177,30.62,72.34,not_ready
134,122,221,313,33.1,91.02,approaching
83,107,159,247,30.54,65.16,approaching
114,84,181,259,33.44,60.94,approaching
134,149,223,258,34.3,63.05,nearly_ready
57,73,119,204,29.97,73.44,not_ready
118,127,198,233,34.67,67.4,approaching
144,161,231,254,34.85,61.63,approaching
177,145,249,284,34.19,47.93,nearly_ready
149,151,235,264,31.79,56.88,nearly_ready
157,137,235,249,31.67,62.87,ready
144,118,202,250,33.42,57.3,nearly_ready
89,120,179,251,30.85,67.27,approaching
162,140,248,268,30.97,67.23,ready
178,106,247,245,34.14,76.58,approaching
139,129,230,258,31.39,64.29,ready
147,134,246,283,29.49,68.64,nearly_ready
125,164,225,260,34.35,67.05,approaching
231,206,303,328,31.51,75.71,not_ready
174,165,248,274,31.42,71.44,ready
87,83,159,174,31.13,67.26,not_ready
133,160,235,236,33.64,66.28,nearly_ready
165,182,246,270,31.98,60.06,ready
167,157,265,287,29.87,67.64,ready
157,148,247,264,27.74,91.94,approaching
125,102,191,213,32.49,66.51,nearly_ready
161,148,242,263,32.07,62.17,ready
151,146,249,265,32.96,62.32,ready
86,109,166,216,29.02,75.64,not_ready
122,164,233,288,32.0,86.49,nearly_ready
138,120,217,241,33.71,56.99,nearly_ready
155,132,229,249,31.47,64.24,nearly_ready
167,151,245,270,31.38,67.17,ready
115,89,185,265,33.86,64.75,approaching
96,98,131,208,28.14,78.95,not_ready
130,129,183,219,33.8,72.52,approaching
173,164,221,258,32.39,80.22,approaching
89,94,132,204,28.25,77.75,not_ready
186,196,303,298,33.23,79.1,not_ready
86,113,167,209,28.32,76.14,not_ready
205,232,298,376,31.56,77.82,approaching
136,101,193,239,31.3,70.53,nearly_ready
66,73,133,203,28.42,75.17,not_ready
96,98,119,221,28.0,82.8,not_ready
153,152,233,260,32.74,55.97,nearly_ready
85,113,173,209,28.65,85.04,not_ready
165,150,243,283,31.02,70.25,ready
155,135,233,257,35.03,54.46,approaching
164,136,231,270,30.32,61.9,ready
135,132,215,277,30.76,70.57,nearly_ready
54,53,159,215,29.76,67.04,not_ready
197,201,241,289,31.85,87.77,not_ready
130,89,183,250,34.28,62.23,approaching
121,90,186,251,33.47,63.98,nearly_ready
119,83,138,167,27.64,78.49,not_ready
73,107,171,184,29.0,71.83,not_ready
192,212,313,314,32.04,82.02,not_ready
98,122,176,227,27.2,80.46,not_ready
129,105,175,233,33.99,56.93,approaching
176,144,246,270,34.28,49.42,ready
172,137,229,269,32.06,63.68,ready
140,150,255,280,30.55,60.67,ready
117,78,155,193,27.84,78.98,not_ready
193,173,314,353,30.6,80.13,approaching
102,109,189,263,31.4,72.83,nearly_ready
149,165,223,303,34.39,51.75,ready
155,177,238,348,29.96,93.8,approaching
162,173,227,315,31.25,89.73,approaching
146,163,219,300,34.93,51.08,nearly_ready
191,218,287,343,32.55,76.28,approaching
157,146,206,300,30.33,75.26,nearly_ready
171,142,230,262,31.47,64.22,ready
153,162,262,280,30.29,65.08,ready
193,207,303,301,31.84,88.74,not_ready
156,181,236,281,31.03,60.76,ready
160,136,231,259,31.98,62.9,ready
139,114,300,288,33.6,69.67,approaching
164,174,240,312,29.76,89.55,approaching
166,139,222,252,31.1,66.71,ready
82,78,115,199,29.11,73.08,not_ready
140,159,227,259,34.06,67.89,nearly_ready
134,206,255,375,34.02,66.11,approaching
132,120,213,269,30.9,67.6,nearly_ready
87,107,153,234,31.07,62.48,approaching
88,117,187,210,27.98,86.4,not_ready
148,157,229,268,32.18,56.52,ready
126,84,152,190,28.08,78.51,not_ready
115,115,188,218,33.44,70.14,nearly_ready
170,137,238,270,32.42,50.33,ready
90,106,159,225,29.92,65.54,approaching
172,200,292,281,33.31,78.52,approaching
153,186,272,334,36.0,60.85,approaching
106,74,141,168,27.18,77.13,not_ready
144,140,239,263,32.6,62.9,ready
83,112,174,242,30.76,64.9,approaching
94,105,133,226,28.03,82.85,not_ready
152,185,248,287,31.04,61.59,ready
210,161,306,284,28.03,74.01,approaching
134,111,198,256,31.03,72.78,nearly_ready
124,96,194,267,34.52,62.12,nearly_ready
140,143,308,308,33.46,69.47,approaching
202,240,293,342,32.04,79.94,not_ready
160,162,229,273,32.95,53.59,nearly_ready
190,180,222,258,32.75,78.81,approaching
126,104,179,211,32.71,66.95,approaching
153,186,283,346,30.42,92.75,approaching
84,110,172,221,27.56,85.2,not_ready
121,99,187,228,31.35,66.53,nearly_ready
124,110,227,271,29.08,71.2,nearly_ready
127,170,245,299,37.79,70.94,approaching
150,157,233,265,32.77,54.2,nearly_ready
125,122,168,248,29.42,68.45,nearly_ready
203,218,196,370,33.15,88.88,not_ready
183,198,282,317,31.95,76.17,approaching
143,150,218,258,33.32,57.71,nearly_ready
121,101,164,219,32.23,61.44,approaching
204,183,186,349,32.27,76.71,approaching
183,192,317,359,30.92,80.59,approaching
76,79,153,212,30.68,68.99,approaching
151,222,268,305,35.71,57.81,not_ready
178,150,251,277,33.9,48.51,ready
119,99,181,236,30.94,69.53,approaching
79,114,175,191,28.52,73.32,not_ready
124,167,225,270,31.98,81.52,nearly_ready
168,164,245,335,37.23,62.15,approaching
151,139,191,286,32.04,69.69,ready
126,98,181,214,32.44,65.93,nearly_ready
138,138,199,278,30.45,72.14,ready
172,140,250,264,34.09,51.16,ready
205,214,293,336,32.49,77.67,not_ready
90,92,128,209,28.51,78.24,not_ready
142,122,224,242,30.72,64.55,ready
161,157,244,276,31.11,68.87,ready
126,135,209,240,33.24,64.49,nearly_ready
131,99,174,219,32.45,67.56,approaching
85,112,165,227,30.77,63.69,approaching
136,147,229,250,31.13,58.7,ready
116,84,143,186,26.9,79.5,not_ready
136,104,262,279,34.65,67.11,approaching
157,141,226,263,32.18,59.79,ready
105,119,192,272,30.76,76.64,nearly_ready
108,83,153,180,27.79,78.04,not_ready
126,143,216,248,32.73,65.4,nearly_ready
72,93,143,220,30.23,61.4,approaching
59,72,110,196,28.88,73.56,not_ready
139,158,219,291,34.02,52.84,ready
158,191,263,281,31.22,61.1,ready
124,126,189,223,32.96,70.27,nearly_ready
148,121,198,277,31.21,67.55,nearly_ready
157,158,223,270,35.29,57.09,nearly_ready
124,123,200,227,33.6,70.69,nearly_ready
150,166,229,303,34.27,51.34,ready
133,158,236,251,34.04,63.76,nearly_ready
168,136,238,270,30.23,71.09,nearly_ready
138,115,190,213,31.55,68.88,nearly_ready
103,105,179,248,31.56,72.25,approaching
119,164,214,265,32.55,81.43,nearly_ready
165,148,220,296,32.13,72.57,ready
133,113,186,220,33.13,65.57,approaching
156,187,245,265,31.34,60.7,ready
154,134,224,251,31.12,65.6,nearly_ready
99,126,196,252,31.15,69.35,approaching
174,148,242,254,32.31,61.39,ready
166,163,253,281,31.58,71.5,ready
96,121,189,259,31.92,64.2,approaching
142,130,242,261,31.56,65.29,nearly_ready
200,173,301,271,28.35,74.6,approaching
89,115,148,230,29.31,66.0,approaching
142,123,308,299,35.0,66.7,approaching
127,126,192,226,33.37,68.7,approaching
118,83,159,199,27.17,79.19,not_ready
119,159,241,253,32.87,78.43,nearly_ready
142,162,245,251,34.88,61.76,nearly_ready
126,101,184,214,32.19,67.28,approaching
166,157,253,325,38.01,60.38,approaching
189,182,189,336,32.58,73.84,approaching
178,140,246,270,34.13,50.9,nearly_ready
88,87,178,227,30.73,73.31,approaching
120,162,211,260,32.97,78.33,nearly_ready
119,90,180,248,32.75,66.44,nearly_ready
118,99,141,272,30.42,77.61,not_ready
170,179,219,268,32.72,82.18,approaching
149,151,248,282,30.52,63.58,ready
155,199,273,307,36.15,62.61,not_ready
151,177,242,263,35.29,66.62,nearly_ready
139,163,241,245,34.7,65.49,approaching
164,187,254,267,33.54,58.1,ready
128,167,216,274,31.92,85.76,nearly_ready
114,158,217,261,32.02,81.87,nearly_ready
165,192,249,266,32.58,58.81,ready
139,166,245,261,33.67,67.44,nearly_ready
134,122,300,268,34.37,60.83,approaching
155,170,250,347,29.98,94.5,approaching
165,177,250,296,29.63,68.42,ready
152,144,237,255,32.13,63.05,ready
88,110,162,216,28.21,76.95,not_ready
127,85,192,265,34.5,61.03,approaching
185,166,236,299,37.16,58.37,approaching
