sample_id,hive_id,device_id,timestamp,hive_age_days,days_since_last_harvest,cycle_progress,scenario_type,season,weather_state,temp,humidity,mq2_value,mq3_value,mq5_value,mq135_value,maturity_index,stress_index,readiness_score,readiness_level,out_of_distribution_case,threshold_warning_count,critical_stress_flag
BH-MID-010-056,HIVE-010,ESP32-1010,2026-02-16T12:00:00,108,39,0.7309,mid_stage_stable,inter_monsoon,cloudy_stable,31.54,72.21,101,115,181,258,0.6655,0.0,0.665,nearly_ready,False,0,False
BH-MID-017-032,HIVE-017,ESP32-1017,2026-02-28T20:00:00,93,23,0.504,mid_stage_stable,inter_monsoon,humid_rain,31.26,73.65,132,101,195,253,0.5633,0.0,0.5747,approaching,False,0,False
BH-MID-011-068,HIVE-011,ESP32-1011,2026-04-23T12:00:00,115,41,0.7793,mid_stage_stable,dry,midday_heat,33.95,63.01,119,88,190,284,0.7248,0.0911,0.6651,nearly_ready,False,1,False
BH-LAT-031-062,HIVE-031,ESP32-1031,2026-02-22T12:00:00,151,33,1.0,late_stage_ready,dry,stable_clear,31.16,61.77,159,189,257,291,1.0,0.0,0.9589,ready,False,1,False
BH-LAT-024-074,HIVE-024,ESP32-1024,2026-05-02T16:00:00,108,42,0.79,late_stage_nearly_ready,dry,midday_heat,33.95,55.96,152,126,225,242,0.8254,0.1153,0.7403,nearly_ready,False,1,False
BH-ENV-063-064,HIVE-063,ESP32-1063,2026-04-09T16:00:00,141,32,0.804,environmentally_unstable,inter_monsoon,stable_clear,34.05,60.39,139,125,310,283,0.7872,0.5087,0.4316,approaching,False,2,True
BH-LAT-034-075,HIVE-034,ESP32-1034,2026-04-16T02:00:00,144,25,0.9555,late_stage_ready,dry,midday_heat,34.74,51.61,147,159,219,301,1.0,0.2537,0.8173,ready,False,1,False
BH-LAT-021-046,HIVE-021,ESP32-1021,2026-01-19T00:00:00,101,29,0.7154,late_stage_nearly_ready,inter_monsoon,humid_rain,29.74,71.73,138,119,238,267,0.7781,0.0256,0.7472,nearly_ready,False,0,False
BH-HIG-056-016,HIVE-056,ESP32-1056,2026-04-26T12:00:00,111,12,0.894,high_gas_stress,inter_monsoon,stable_clear,32.27,71.44,206,219,265,359,0.8705,0.5317,0.4922,approaching,False,4,True
BH-LAT-021-067,HIVE-021,ESP32-1021,2026-01-24T06:00:00,109,36,0.8012,late_stage_nearly_ready,inter_monsoon,stable_clear,29.74,69.88,143,113,232,296,0.8062,0.0053,0.7844,nearly_ready,False,0,False
BH-LAT-026-031,HIVE-026,ESP32-1026,2026-03-17T06:00:00,118,19,0.8706,late_stage_nearly_ready,dry,midday_heat,32.2,62.68,149,137,247,276,0.8922,0.0,0.8641,ready,False,0,False
BH-LAT-033-002,HIVE-033,ESP32-1033,2026-01-18T04:00:00,116,18,0.9425,late_stage_ready,inter_monsoon,humid_rain,30.59,71.51,161,154,240,270,0.9803,0.0,0.9404,ready,False,0,False
BH-LAT-032-023,HIVE-032,ESP32-1032,2026-03-21T10:00:00,111,15,0.8622,late_stage_ready,inter_monsoon,post_rain,29.41,67.02,168,144,252,278,0.9183,0.0,0.8878,ready,False,0,False
BH-EAR-003-073,HIVE-003,ESP32-1003,2026-03-30T06:00:00,75,44,0.3763,early_stage_healthy,wet,humid_rain,27.54,78.23,120,83,157,191,0.2893,0.0,0.3334,not_ready,False,0,False
BH-LAT-025-089,HIVE-025,ESP32-1025,2026-05-14T14:00:00,119,39,0.778,late_stage_nearly_ready,dry,midday_heat,35.17,63.4,152,165,238,261,0.8347,0.2166,0.6936,nearly_ready,False,1,False
BH-EAR-006-079,HIVE-006,ESP32-1006,2026-02-28T18:00:00,37,23,0.3904,early_stage_healthy,wet,storm_front,27.82,77.64,108,106,138,228,0.2171,0.0,0.2689,not_ready,False,0,False
BH-LAT-039-016,HIVE-039,ESP32-1039,2026-02-09T00:00:00,117,19,0.8256,late_stage_overheated,dry,stable_clear,37.83,62.7,161,181,228,278,0.8586,0.6948,0.3925,approaching,False,2,True
BH-LAT-036-012,HIVE-036,ESP32-1036,2026-03-30T16:00:00,114,13,0.8442,late_stage_ready,dry,midday_heat,34.2,50.64,174,146,250,283,0.9409,0.1995,0.7978,nearly_ready,False,1,False
BH-MID-016-076,HIVE-016,ESP32-1016,2026-02-19T00:00:00,78,44,0.6933,mid_stage_stable,dry,cloudy_stable,32.21,76.39,121,94,185,240,0.582,0.0,0.5869,approaching,False,0,False
BH-LAT-020-013,HIVE-020,ESP32-1020,2026-01-26T02:00:00,100,12,0.7011,late_stage_nearly_ready,dry,midday_heat,34.17,63.58,130,154,216,246,0.7533,0.1259,0.6733,nearly_ready,False,1,False
BH-LAT-032-026,HIVE-032,ESP32-1032,2026-03-22T04:00:00,112,23,0.9045,late_stage_ready,inter_monsoon,post_rain,28.92,69.23,175,145,251,292,0.9447,0.0,0.9103,ready,False,0,False
BH-HIG-052-006,HIVE-052,ESP32-1052,2026-03-16T12:00:00,96,14,0.6741,high_gas_stress,wet,humid_rain,31.67,77.41,232,213,307,340,0.6884,0.5497,0.3225,not_ready,False,4,True
BH-ENV-060-065,HIVE-060,ESP32-1060,2026-04-27T18:00:00,141,35,0.7586,environmentally_unstable,inter_monsoon,post_rain,33.96,80.72,187,107,259,238,0.7499,0.5754,0.3624,approaching,False,3,True
BH-LAT-031-005,HIVE-031,ESP32-1031,2026-02-08T06:00:00,134,8,0.9715,late_stage_ready,dry,stable_clear,31.32,61.08,156,180,240,261,0.9811,0.0,0.9427,ready,False,0,False
BH-EAR-009-055,HIVE-009,ESP32-1009,2026-02-23T14:00:00,54,39,0.4312,early_stage_healthy,wet,storm_front,28.95,75.9,84,114,171,214,0.2735,0.0,0.3195,not_ready,False,0,False
BH-LAT-027-028,HIVE-027,ESP32-1027,2026-04-14T16:00:00,124,21,0.7968,late_stage_nearly_ready,inter_monsoon,post_rain,30.76,74.22,152,147,205,279,0.8471,0.0,0.8245,ready,False,0,False
BH-LAT-031-078,HIVE-031,ESP32-1031,2026-02-26T12:00:00,154,37,1.0,late_stage_ready,dry,stable_clear,31.74,61.06,164,173,242,256,1.0,0.0,0.9586,ready,False,0,False
BH-LAT-020-012,HIVE-020,ESP32-1020,2026-01-25T20:00:00,100,14,0.667,late_stage_nearly_ready,dry,midday_heat,34.07,63.5,132,153,219,236,0.7777,0.1453,0.683,nearly_ready,False,1,False
BH-ENV-062-048,HIVE-062,ESP32-1062,2026-03-30T04:00:00,93,28,0.8157,environmentally_unstable,inter_monsoon,stable_clear,35.47,60.83,98,160,209,258,0.709,0.4614,0.4491,approaching,False,1,False
BH-EAR-006-030,HIVE-006,ESP32-1006,2026-02-16T12:00:00,25,11,0.2318,early_stage_healthy,wet,humid_rain,28.26,79.24,90,100,135,210,0.1792,0.0,0.2366,not_ready,False,0,False
BH-LAT-025-020,HIVE-025,ESP32-1025,2026-04-27T08:00:00,94,15,0.633,late_stage_nearly_ready,dry,stable_clear,33.93,63.54,138,146,227,242,0.7582,0.1137,0.6842,nearly_ready,False,1,False
BH-LAT-021-076,HIVE-021,ESP32-1021,2026-01-26T12:00:00,112,39,0.814,late_stage_nearly_ready,inter_monsoon,post_rain,29.61,73.2,138,132,240,290,0.833,0.017,0.803,ready,False,0,False
BH-HIG-052-003,HIVE-052,ESP32-1052,2026-03-15T18:00:00,96,15,0.6851,high_gas_stress,wet,humid_rain,31.68,77.48,232,207,305,333,0.7248,0.5822,0.3369,not_ready,False,4,True
BH-EAR-006-004,HIVE-006,ESP32-1006,2026-02-10T00:00:00,19,5,0.157,early_stage_healthy,wet,humid_rain,28.23,78.02,89,87,123,203,0.0847,0.0,0.1539,not_ready,False,0,False
BH-EAR-006-000,HIVE-006,ESP32-1006,2026-02-09T00:00:00,19,5,0.1459,early_stage_healthy,wet,humid_rain,29.09,72.39,78,77,118,191,0.0877,0.0,0.1551,not_ready,False,0,False
BH-EAR-001-059,HIVE-001,ESP32-1001,2026-02-11T22:00:00,63,42,0.3594,early_stage_healthy,wet,storm_front,28.06,76.41,90,119,165,223,0.2652,0.0,0.3115,not_ready,False,0,False
BH-ENV-064-060,HIVE-064,ESP32-1064,2026-02-12T08:00:00,134,42,0.7009,environmentally_unstable,inter_monsoon,midday_heat,35.63,87.8,210,216,309,325,0.7383,0.9328,0.1536,not_ready,False,6,True
BH-MID-014-083,HIVE-014,ESP32-1014,2026-04-19T02:00:00,89,31,0.7072,mid_stage_stable,inter_monsoon,post_rain,29.36,67.83,129,120,153,253,0.658,0.0,0.6576,nearly_ready,False,0,False
BH-LAT-026-019,HIVE-026,ESP32-1026,2026-03-14T06:00:00,113,13,0.8239,late_stage_nearly_ready,dry,cloudy_stable,30.37,67.55,146,136,225,251,0.8295,0.0075,0.8051,ready,False,0,False
BH-EAR-001-018,HIVE-001,ESP32-1001,2026-02-01T16:00:00,43,20,0.2496,early_stage_healthy,wet,humid_rain,28.36,77.82,83,109,166,212,0.1771,0.0,0.2341,not_ready,False,0,False
BH-LAT-042-001,HIVE-042,ESP32-1042,2026-02-27T10:00:00,132,13,0.9241,late_stage_overheated,dry,stable_clear,37.88,75.06,123,182,283,269,0.8938,0.7332,0.4002,approaching,False,3,True
BH-ENV-061-040,HIVE-061,ESP32-1061,2026-01-17T00:00:00,125,19,0.753,environmentally_unstable,dry,stable_clear,31.95,80.45,172,168,213,267,0.7373,0.2487,0.587,approaching,False,1,False
BH-ENV-061-003,HIVE-061,ESP32-1061,2026-01-07T18:00:00,117,9,0.7145,environmentally_unstable,dry,midday_heat,32.89,75.42,185,183,228,264,0.699,0.3334,0.5097,approaching,False,2,False
BH-LAT-031-018,HIVE-031,ESP32-1031,2026-02-11T12:00:00,136,16,0.9493,late_stage_ready,dry,stable_clear,31.53,57.98,158,184,249,262,1.0,0.0,0.9587,ready,False,1,False
BH-HIG-051-034,HIVE-051,ESP32-1051,2026-02-27T20:00:00,138,22,1.0,high_humidity_fermentation_risk,inter_monsoon,post_rain,31.68,90.07,133,180,222,283,0.9203,0.6102,0.4902,approaching,False,2,True
BH-EAR-005-018,HIVE-005,ESP32-1005,2026-04-28T12:00:00,57,20,0.2162,early_stage_healthy,inter_monsoon,humid_rain,27.72,74.77,59,74,126,211,0.1941,0.0,0.2487,not_ready,False,0,False
BH-LAT-029-083,HIVE-029,ESP32-1029,2026-03-10T18:00:00,118,37,0.6852,late_stage_nearly_ready,dry,stable_clear,31.95,58.95,145,148,218,256,0.7668,0.0,0.7538,nearly_ready,False,0,False
BH-MID-013-076,HIVE-013,ESP32-1013,2026-04-09T16:00:00,110,41,0.5492,mid_stage_stable,inter_monsoon,humid_rain,30.07,66.15,92,121,171,237,0.6003,0.0,0.6041,nearly_ready,False,0,False
BH-LAT-029-037,HIVE-029,ESP32-1029,2026-02-27T06:00:00,104,26,0.6122,late_stage_nearly_ready,dry,stable_clear,32.5,57.52,143,141,213,249,0.6906,0.0,0.6868,nearly_ready,False,0,False
BH-ENV-061-076,HIVE-061,ESP32-1061,2026-01-26T00:00:00,135,34,0.8267,environmentally_unstable,dry,storm_front,31.46,89.84,201,199,241,276,0.7666,0.6392,0.3399,not_ready,False,3,True
BH-MID-012-058,HIVE-012,ESP32-1012,2026-02-06T00:00:00,103,39,0.7083,mid_stage_stable,dry,stable_clear,33.08,69.61,113,117,179,227,0.6625,0.0,0.661,nearly_ready,False,0,False
BH-ENV-059-007,HIVE-059,ESP32-1059,2026-01-05T06:00:00,121,14,0.4412,environmentally_unstable,inter_monsoon,cloudy_stable,32.39,87.94,183,195,195,348,0.5968,0.6279,0.1989,not_ready,False,4,True
BH-ENV-063-000,HIVE-063,ESP32-1063,2026-03-24T16:00:00,121,18,0.6354,environmentally_unstable,inter_monsoon,post_rain,33.1,64.47,120,104,270,260,0.6754,0.2806,0.5169,approaching,False,1,False
BH-EAR-003-048,HIVE-003,ESP32-1003,2026-03-24T00:00:00,64,42,0.3181,early_stage_healthy,wet,storm_front,26.62,80.13,119,77,156,185,0.2352,0.0,0.2859,not_ready,False,1,False
BH-MID-017-082,HIVE-017,ESP32-1017,2026-03-13T08:00:00,112,44,0.6826,mid_stage_stable,inter_monsoon,cloudy_stable,31.75,67.46,129,112,195,236,0.6311,0.0,0.6346,nearly_ready,False,0,False
BH-LAT-028-058,HIVE-028,ESP32-1028,2026-02-03T20:00:00,98,32,0.834,late_stage_nearly_ready,inter_monsoon,stable_clear,30.91,68.9,144,119,207,281,0.829,0.0154,0.7998,nearly_ready,False,0,False
BH-LAT-029-089,HIVE-029,ESP32-1029,2026-03-12T06:00:00,119,42,0.7027,late_stage_nearly_ready,dry,midday_heat,33.34,55.17,150,149,229,262,0.7612,0.0843,0.7026,nearly_ready,False,0,False
BH-LAT-029-010,HIVE-029,ESP32-1029,2026-02-20T12:00:00,96,19,0.5893,late_stage_nearly_ready,dry,midday_heat,33.99,56.22,154,150,232,274,0.6664,0.1147,0.6019,nearly_ready,False,1,False
BH-LAT-041-031,HIVE-041,ESP32-1041,2026-03-25T10:00:00,126,17,0.8932,late_stage_overheated,dry,stable_clear,37.48,72.6,134,170,248,252,0.9112,0.6716,0.4515,approaching,False,1,True
BH-MID-019-050,HIVE-019,ESP32-1019,2026-03-30T08:00:00,77,26,0.436,mid_stage_stable,dry,cloudy_stable,31.13,65.5,87,119,178,264,0.4459,0.0,0.469,approaching,False,0,False
BH-LAT-030-054,HIVE-030,ESP32-1030,2026-04-29T00:00:00,150,42,0.9964,late_stage_ready,inter_monsoon,stable_clear,30.39,60.11,140,153,251,267,1.0,0.0,0.959,ready,False,0,False
BH-LAT-027-002,HIVE-027,ESP32-1027,2026-04-08T04:00:00,116,16,0.774,late_stage_nearly_ready,inter_monsoon,stable_clear,31.11,67.98,134,129,183,276,0.8402,0.0,0.819,ready,False,0,False
BH-MID-010-065,HIVE-010,ESP32-1010,2026-02-18T18:00:00,112,46,0.7852,mid_stage_stable,inter_monsoon,cloudy_stable,32.98,73.11,106,111,192,262,0.7057,0.0,0.7003,nearly_ready,False,0,False
BH-HIG-050-021,HIVE-050,ESP32-1050,2026-01-16T06:00:00,128,21,0.956,high_humidity_fermentation_risk,inter_monsoon,stable_clear,30.52,85.48,165,166,229,314,0.8713,0.4043,0.62,nearly_ready,False,1,False
BH-LAT-022-041,HIVE-022,ESP32-1022,2026-03-10T22:00:00,131,28,0.7258,late_stage_nearly_ready,dry,cloudy_stable,30.89,58.28,139,148,242,265,0.8479,0.0015,0.8238,ready,False,0,False
BH-LAT-023-034,HIVE-023,ESP32-1023,2026-02-04T12:00:00,117,25,0.8587,late_stage_nearly_ready,inter_monsoon,stable_clear,31.24,62.26,152,133,217,249,0.8888,0.0,0.8614,ready,False,0,False
BH-LAT-022-033,HIVE-022,ESP32-1022,2026-03-08T22:00:00,127,24,0.721,late_stage_nearly_ready,dry,midday_heat,33.13,53.42,153,158,238,263,0.7867,0.0903,0.7217,nearly_ready,False,0,False
BH-LAT-028-042,HIVE-028,ESP32-1028,2026-01-30T20:00:00,93,23,0.758,late_stage_nearly_ready,inter_monsoon,stable_clear,31.13,66.54,140,121,219,277,0.7657,0.0,0.753,nearly_ready,False,0,False
BH-HIG-046-001,HIVE-046,ESP32-1046,2026-02-14T02:00:00,128,17,0.8771,high_humidity_fermentation_risk,wet,cloudy_stable,28.78,87.36,144,138,222,261,0.8786,0.3711,0.6464,nearly_ready,False,1,False
BH-LAT-021-085,HIVE-021,ESP32-1021,2026-01-28T18:00:00,114,45,0.8313,late_stage_nearly_ready,inter_monsoon,cloudy_stable,29.89,67.98,141,127,247,279,0.8203,0.0,0.8011,ready,False,0,False
BH-LAT-020-068,HIVE-020,ESP32-1020,2026-02-08T20:00:00,119,29,0.8444,late_stage_nearly_ready,dry,midday_heat,34.42,63.4,123,151,221,257,0.8548,0.1609,0.7434,nearly_ready,False,1,False
BH-MID-018-066,HIVE-018,ESP32-1018,2026-03-31T20:00:00,92,30,0.5219,mid_stage_stable,inter_monsoon,stable_clear,31.64,66.9,105,106,174,235,0.5103,0.0,0.5262,approaching,False,0,False
BH-LAT-024-086,HIVE-024,ESP32-1024,2026-05-05T16:00:00,111,40,0.7734,late_stage_nearly_ready,dry,cloudy_stable,31.8,55.31,166,116,236,241,0.7589,0.035,0.7225,nearly_ready,False,0,False
BH-EAR-008-004,HIVE-008,ESP32-1008,2026-02-11T16:00:00,39,13,0.1135,early_stage_healthy,wet,storm_front,27.55,84.33,81,111,172,203,0.1293,0.0385,0.1716,not_ready,False,1,False
BH-MID-019-040,HIVE-019,ESP32-1019,2026-03-27T20:00:00,73,21,0.3962,mid_stage_stable,dry,cloudy_stable,30.71,65.33,85,125,180,251,0.4885,0.0,0.5085,approaching,False,0,False
BH-LAT-028-069,HIVE-028,ESP32-1028,2026-02-06T14:00:00,102,27,0.8231,late_stage_nearly_ready,inter_monsoon,cloudy_stable,31.22,70.45,146,128,218,274,0.833,0.0,0.8127,ready,False,0,False
BH-EAR-009-019,HIVE-009,ESP32-1009,2026-02-14T14:00:00,33,19,0.2946,early_stage_healthy,wet,humid_rain,28.84,77.84,83,118,171,208,0.1994,0.0,0.2536,not_ready,False,0,False
BH-HIG-056-020,HIVE-056,ESP32-1056,2026-04-27T12:00:00,112,21,0.9034,high_gas_stress,inter_monsoon,cloudy_stable,31.6,74.0,200,231,279,357,0.8765,0.5275,0.5007,approaching,False,4,True
BH-MID-012-078,HIVE-012,ESP32-1012,2026-02-11T00:00:00,110,49,0.7959,mid_stage_stable,dry,cloudy_stable,33.67,70.06,121,125,180,236,0.7,0.0497,0.6676,nearly_ready,False,1,False
BH-HIG-049-027,HIVE-049,ESP32-1049,2026-05-03T22:00:00,93,20,0.8955,high_humidity_fermentation_risk,wet,post_rain,31.27,92.07,147,181,275,349,0.8482,0.659,0.4032,approaching,False,4,True
BH-LAT-029-065,HIVE-029,ESP32-1029,2026-03-06T06:00:00,114,30,0.6684,late_stage_nearly_ready,dry,cloudy_stable,31.93,58.71,144,146,220,250,0.7456,0.0,0.735,nearly_ready,False,0,False
BH-MID-017-052,HIVE-017,ESP32-1017,2026-03-05T20:00:00,103,33,0.5924,mid_stage_stable,inter_monsoon,stable_clear,31.73,66.11,121,95,189,225,0.6026,0.0,0.6093,nearly_ready,False,0,False
BH-LAT-035-016,HIVE-035,ESP32-1035,2026-01-20T00:00:00,98,13,0.8414,late_stage_ready,inter_monsoon,stable_clear,32.67,60.91,161,148,238,250,0.9218,0.0,0.8891,ready,False,0,False
BH-EAR-003-007,HIVE-003,ESP32-1003,2026-03-13T18:00:00,41,11,0.1231,early_stage_healthy,wet,post_rain,27.69,75.53,111,72,140,174,0.1596,0.0,0.2187,not_ready,False,0,False
BH-EAR-006-027,HIVE-006,ESP32-1006,2026-02-15T18:00:00,24,10,0.2258,early_stage_healthy,wet,storm_front,27.47,78.98,97,95,123,214,0.1837,0.0,0.24,not_ready,False,0,False
BH-LAT-044-030,HIVE-044,ESP32-1044,2026-05-05T12:00:00,147,20,0.8202,late_stage_overheated,dry,midday_heat,38.49,54.41,198,184,247,297,0.9124,0.7361,0.4172,approaching,False,3,True
BH-LAT-023-021,HIVE-023,ESP32-1023,2026-02-01T06:00:00,112,14,0.8067,late_stage_nearly_ready,inter_monsoon,stable_clear,30.95,61.64,155,124,218,232,0.8623,0.0,0.8368,ready,False,0,False
BH-LAT-028-083,HIVE-028,ESP32-1028,2026-02-10T02:00:00,105,38,0.8506,late_stage_nearly_ready,inter_monsoon,post_rain,30.94,75.12,146,127,218,277,0.8515,0.0,0.8282,ready,False,0,False
BH-EAR-002-053,HIVE-002,ESP32-1002,2026-01-21T02:00:00,72,28,0.254,early_stage_healthy,inter_monsoon,humid_rain,30.83,70.57,96,91,166,183,0.2167,0.0,0.2669,not_ready,False,0,False
BH-LAT-033-027,HIVE-033,ESP32-1033,2026-01-24T10:00:00,121,20,0.9584,late_stage_ready,inter_monsoon,post_rain,30.86,69.8,171,149,250,272,1.0,0.0,0.9597,ready,False,0,False
BH-LAT-025-079,HIVE-025,ESP32-1025,2026-05-12T02:00:00,118,42,0.7709,late_stage_nearly_ready,dry,cloudy_stable,33.77,68.62,139,161,235,252,0.7982,0.1424,0.703,nearly_ready,False,1,False
BH-MID-013-073,HIVE-013,ESP32-1013,2026-04-08T22:00:00,110,45,0.564,mid_stage_stable,inter_monsoon,stable_clear,29.95,63.85,89,113,167,240,0.5742,0.0,0.5831,approaching,False,0,False
BH-LAT-036-066,HIVE-036,ESP32-1036,2026-04-13T04:00:00,130,35,0.9862,late_stage_ready,dry,midday_heat,34.09,49.48,179,150,258,277,0.9804,0.2322,0.8138,ready,False,1,False
BH-EAR-006-020,HIVE-006,ESP32-1006,2026-02-14T00:00:00,22,8,0.204,early_stage_healthy,wet,humid_rain,28.63,80.32,103,107,132,220,0.1233,0.0,0.1874,not_ready,False,1,False
BH-EAR-005-048,HIVE-005,ESP32-1005,2026-05-06T00:00:00,73,35,0.2728,early_stage_healthy,inter_monsoon,stable_clear,29.96,71.53,58,79,115,206,0.2305,0.0,0.2821,not_ready,False,0,False
BH-HIG-049-081,HIVE-049,ESP32-1049,2026-05-17T10:00:00,104,25,1.0,high_humidity_fermentation_risk,wet,humid_rain,31.86,91.7,164,195,279,365,0.8654,0.7188,0.3829,approaching,False,4,True
BH-LAT-028-071,HIVE-028,ESP32-1028,2026-02-07T02:00:00,102,36,0.8264,late_stage_nearly_ready,inter_monsoon,post_rain,30.69,73.47,143,120,217,280,0.8232,0.0,0.8038,ready,False,0,False
BH-ENV-065-010,HIVE-065,ESP32-1065,2026-01-16T08:00:00,117,11,0.8063,environmentally_unstable,inter_monsoon,cloudy_stable,33.63,64.62,129,198,234,357,0.7865,0.5039,0.4329,approaching,False,3,True
BH-MID-016-043,HIVE-016,ESP32-1016,2026-02-10T18:00:00,65,30,0.594,mid_stage_stable,dry,midday_heat,33.1,66.54,133,112,178,215,0.5585,0.0,0.5701,approaching,False,0,False
BH-EAR-009-010,HIVE-009,ESP32-1009,2026-02-12T08:00:00,29,15,0.253,early_stage_healthy,wet,post_rain,28.06,78.54,82,116,190,198,0.1982,0.0,0.2533,not_ready,False,0,False
BH-LAT-032-002,HIVE-032,ESP32-1032,2026-03-16T04:00:00,107,14,0.8364,late_stage_ready,inter_monsoon,humid_rain,29.1,68.18,176,140,247,258,0.9178,0.0,0.8862,ready,False,0,False
BH-LAT-024-059,HIVE-024,ESP32-1024,2026-04-28T22:00:00,103,31,0.7536,late_stage_nearly_ready,dry,cloudy_stable,33.16,59.07,143,127,231,241,0.8196,0.027,0.7854,nearly_ready,False,0,False
BH-LAT-027-034,HIVE-027,ESP32-1027,2026-04-16T04:00:00,127,29,0.8202,late_stage_nearly_ready,inter_monsoon,stable_clear,30.0,72.4,153,151,201,276,0.8416,0.0142,0.8095,ready,False,0,False
BH-LAT-023-078,HIVE-023,ESP32-1023,2026-02-15T12:00:00,134,41,0.9939,late_stage_nearly_ready,inter_monsoon,stable_clear,32.74,63.73,166,145,243,263,0.9649,0.0498,0.901,ready,False,0,False
BH-LAT-035-020,HIVE-035,ESP32-1035,2026-01-21T00:00:00,99,14,0.8453,late_stage_ready,inter_monsoon,stable_clear,32.14,59.8,169,155,240,265,0.9226,0.0,0.8894,ready,False,0,False
BH-ENV-060-020,HIVE-060,ESP32-1060,2026-04-16T12:00:00,123,14,0.5583,environmentally_unstable,inter_monsoon,stable_clear,33.68,81.44,190,118,272,263,0.6346,0.6095,0.2416,not_ready,False,4,True
BH-LAT-034-006,HIVE-034,ESP32-1034,2026-03-29T20:00:00,133,16,0.8138,late_stage_ready,dry,midday_heat,34.6,51.16,148,160,228,303,0.9183,0.2156,0.7687,nearly_ready,False,1,False
BH-LAT-024-027,HIVE-024,ESP32-1024,2026-04-20T22:00:00,88,21,0.6733,late_stage_nearly_ready,dry,stable_clear,33.43,57.55,145,117,201,238,0.7299,0.083,0.6761,nearly_ready,False,0,False
BH-ENV-062-024,HIVE-062,ESP32-1062,2026-03-24T04:00:00,85,19,0.7882,environmentally_unstable,inter_monsoon,cloudy_stable,36.62,70.09,135,192,250,294,0.703,0.6801,0.2625,not_ready,False,2,True
BH-LAT-037-003,HIVE-037,ESP32-1037,2026-04-02T02:00:00,135,8,0.8378,late_stage_ready,inter_monsoon,stable_clear,30.69,60.51,151,180,239,280,0.9625,0.0,0.926,ready,False,1,False
BH-EAR-006-003,HIVE-006,ESP32-1006,2026-02-09T18:00:00,19,5,0.148,early_stage_healthy,wet,storm_front,28.18,77.63,91,92,118,214,0.1162,0.0,0.1781,not_ready,False,0,False
BH-LAT-027-001,HIVE-027,ESP32-1027,2026-04-07T22:00:00,116,18,0.7711,late_stage_nearly_ready,inter_monsoon,stable_clear,31.16,68.24,138,127,180,274,0.823,0.0,0.8034,ready,False,0,False
BH-LAT-023-006,HIVE-023,ESP32-1023,2026-01-28T12:00:00,108,8,0.7797,late_stage_nearly_ready,inter_monsoon,cloudy_stable,31.91,64.83,168,131,226,253,0.8429,0.0,0.8205,ready,False,0,False
BH-ENV-059-046,HIVE-059,ESP32-1059,2026-01-15T00:00:00,132,24,0.5466,environmentally_unstable,inter_monsoon,stable_clear,32.94,73.97,186,182,165,343,0.6238,0.4445,0.3217,not_ready,False,3,True
BH-HIG-056-079,HIVE-056,ESP32-1056,2026-05-12T06:00:00,126,26,0.9907,high_gas_stress,inter_monsoon,cloudy_stable,32.35,74.04,227,238,290,360,0.9445,0.5835,0.5295,approaching,False,4,True
BH-MID-012-000,HIVE-012,ESP32-1012,2026-01-22T12:00:00,78,8,0.512,mid_stage_stable,dry,stable_clear,32.34,71.7,96,103,180,202,0.4871,0.0,0.5066,approaching,False,0,False
BH-LAT-039-017,HIVE-039,ESP32-1039,2026-02-09T06:00:00,117,17,0.7927,late_stage_overheated,dry,stable_clear,37.4,63.66,155,183,234,283,0.8603,0.6424,0.4222,approaching,False,2,True
BH-LAT-031-032,HIVE-031,ESP32-1031,2026-02-15T00:00:00,141,20,0.9656,late_stage_ready,dry,midday_heat,32.8,62.0,170,196,255,288,1.0,0.0266,0.9423,ready,False,1,False
BH-EAR-001-051,HIVE-001,ESP32-1001,2026-02-09T22:00:00,59,35,0.3576,early_stage_healthy,wet,storm_front,28.35,77.56,84,111,166,217,0.2667,0.0,0.3129,not_ready,False,0,False
BH-HIG-056-019,HIVE-056,ESP32-1056,2026-04-27T06:00:00,111,20,0.8627,high_gas_stress,inter_monsoon,cloudy_stable,31.56,73.39,204,228,279,366,0.8516,0.534,0.4743,approaching,False,4,True
BH-MID-016-068,HIVE-016,ESP32-1016,2026-02-17T00:00:00,76,41,0.6772,mid_stage_stable,dry,stable_clear,32.19,66.65,125,102,186,210,0.622,0.0,0.6263,nearly_ready,False,0,False
BH-LAT-025-080,HIVE-025,ESP32-1025,2026-05-12T08:00:00,118,40,0.7685,late_stage_nearly_ready,dry,cloudy_stable,33.53,68.99,138,163,234,252,0.8475,0.1156,0.7615,nearly_ready,False,1,False
BH-EAR-004-072,HIVE-004,ESP32-1004,2026-02-08T16:00:00,64,41,0.3525,early_stage_healthy,wet,humid_rain,27.7,79.98,102,93,127,222,0.3025,0.0,0.3454,not_ready,False,0,False
BH-ENV-061-016,HIVE-061,ESP32-1061,2026-01-11T00:00:00,119,13,0.7235,environmentally_unstable,dry,midday_heat,34.33,87.28,196,185,233,296,0.7091,0.7349,0.2319,not_ready,False,4,True
BH-LAT-037-043,HIVE-037,ESP32-1037,2026-04-12T02:00:00,151,34,0.9155,late_stage_ready,inter_monsoon,stable_clear,31.38,62.88,164,197,261,296,0.9803,0.0237,0.9281,ready,False,2,False
BH-EAR-005-057,HIVE-005,ESP32-1005,2026-05-08T06:00:00,77,41,0.3238,early_stage_healthy,inter_monsoon,stable_clear,28.66,70.47,71,89,135,212,0.2991,0.0,0.3412,not_ready,False,0,False
